Display Type,LinkedIn Link (map it to Links to get the logo),Startup Name ,Full Address,Description of startup,Website,Stage,# of Employees ,Section,Founded Year,Founded Source,Logo URL,Logo Source,Pitch,Product Category,Target Market,Monetization Model,Founders,Notable Customers,Funding,Open Role Count,Differentiation Claim,Key Metrics,Integrations,Pages Crawled,Hallucination Flags
profile,http://www.linkedin.com/company/bandwango,Bandwango,"6905 South 1300 East, Cottonwood Heights, UT","Bandwango is an all-in-one experience builder platform that gets people excited about exploring, supports small businesses and removes complexities with merchant payments.",www.bandwango.com,Seed ,51-200,Consumer,2012,https://html.duckduckgo.com/html/?q=%22Bandwango%22+founded+year+www.bandwango.com,https://cdn.prod.website-files.com/66578bb311ff6fff251290a9/66955a382b006365a5c79126_bw-og.webp,og:image,"Destination marketing organizations use Bandwango's mobile pass platform to drive local spending by enabling visitors to check in at restaurants, breweries, and attractions while tracking economic impact.",Vertical SaaS for destination marketing and tourism management,mid-market,,,"[""Utah Pride Festival"", ""Downtown London"", ""Juniata River Valley"", ""Discover Lancaster"", ""VisitLex"", ""Visit Arizona"", ""Visit Detroit"", ""Visit Cumberland Valley"", ""Destination Toledo"", ""Calistoga Chamber of Commerce"", ""Travel South Dakota"", ""Alabama Tourism"", ""Experience Columbus"", ""West Virginia Tourism""]",,,"{""claim"": ""Delivers proven economic impact measurement and visitor tracking through mobile passes that showcase local restaurants, breweries, and attractions."", ""sourceQuote"": ""Showcase your local restaurants, breweries, attractions and more - with a mobile pass that tracks visitor interactions and delivers proven economic impact.""}","[{""metric"": ""clients"", ""value"": ""500+"", ""sourceQuote"": ""Trusted by over 500 clients""}, {""metric"": ""local businesses"", ""value"": ""40,000+"", ""sourceQuote"": ""Trusted by over 40,000 local businesses""}]",,"[""https://www.bandwango.com"", ""https://www.bandwango.com/about-us"", ""https://www.bandwango.com/pricing""]",[]
profile,http://www.linkedin.com/company/chargezoom,Chargezoom,"6440 Millrock Drive, Salt Lake City, UT",Get paid faster and easier with Chargezoom's AI powered Open Payments Platform.,www.chargezoom.com,Series A ,51-200,FinTech,2017,https://html.duckduckgo.com/html/?q=%22Chargezoom%22+founded+year+www.chargezoom.com,https://cdn.prod.website-files.com/67d327cda5426471be9ac016/67fedf3cf84d192cf458371d_chargezoom.com.jpg,og:image,"AI-powered invoicing and accounts receivable platform that automates payment collection, reconciliation, and reduces manual AR work for small to mid-market businesses.",B2B fintech / AR automation SaaS,smb,subscription,,,,,"{""claim"": ""AI-native autonomous workflows that handle AR from outreach to cash collection with minimal manual intervention, eliminating payment delays and reducing processing fees through transaction data enrichment."", ""sourceQuote"": ""Chargezoom eliminates payment delays and manual accounting work by running invoicing, collections, and reconciliation through AI-native autonomous workflows.""}","[{""metric"": ""companies"", ""value"": ""5M+"", ""sourceQuote"": ""5M+ Companies trust Chargezoom to send and pay invoices.""}, {""metric"": ""payment processing efficiency"", ""value"": ""paid up to 4x faster"", ""sourceQuote"": ""Integrated invoicing, online payments, and automated reminders mean your invoices get paid up to 4x faster.""}, {""metric"": ""manual task reduction"", ""value"": ""up to 50%"", ""sourceQuote"": ""Automated invoicing, payments, and reconciliation can reduce your manual tasks by up to 50%.""}, {""metric"": ""payment processing fee savings"", ""value"": ""up to 40%"", ""sourceQuote"": ""AI enriches your transaction data to qualify for the lowest possible rates and can eliminate up to 40% of your payment processing fees.""}]","[""QuickBooks"", ""NetSuite"", ""FreshBooks"", ""Sage Intacct"", ""Dynamics""]","[""https://www.chargezoom.com"", ""https://www.chargezoom.com/company"", ""https://www.chargezoom.com/our-team"", ""https://www.chargezoom.com/jobs"", ""https://www.chargezoom.com/pricing""]",[]
profile,http://www.linkedin.com/company/herodevs,HeroDevs,"9561 S 700 E, Sandy, UT 84070",HeroDevs is the industry experts on “life after end-of-life” for open-source software.Our open-source packages and experts let you keep using your software safely and in compliance — allowing you to migrate if and when you’re ready.,www.herodevs.com,Series A ,51-200,B2B Software,2018,https://html.duckduckgo.com/html/?q=%22HeroDevs%22+founded+year+www.herodevs.com,https://cdn.prod.website-files.com/62865614b39c464b76d339aa/62e44a1526e89cbeaa78f2df_Open%20Graph%20Image.png,og:image,"HeroDevs provides secure drop-in replacements for end-of-life open-source software, enabling enterprise teams to stay compliant and secure without migrating their legacy dependencies.",B2B SaaS — open-source end-of-life (EOL) software security and long-term support platform,enterprise,subscription,,"[""Google"", ""General Electric"", ""Microsoft"", ""Dropbox"", ""Santander"", ""SAP"", ""FINRA"", ""NHS""]",,,"{""claim"": ""Only platform purpose-built to manage risk from unsupported, end-of-life open source, with secure drop-in replacements for 50+ frameworks and proactive vulnerability remediation (1111+ CVEs remediated) paired with compliance certifications (HIPAA, PCI, SOC2, FedRAMP)."", ""sourceQuote"": ""HeroDevs gives engineering and security teams the only platform built to manage the risk from using unsupported, end-of-life open source.""}","[{""metric"": ""vulnerabilities remediated"", ""value"": ""1111+"", ""sourceQuote"": ""HeroDevs has remediated over 1111 vulnerabilities across our portfolio of end-of-life open source products""}]","[""Maven"", ""npm"", ""Gradle"", ""jFrog Artifactory"", ""Nexus Repository Manager"", ""Node.js""]","[""https://www.herodevs.com"", ""https://www.herodevs.com/company""]",[]
profile,http://www.linkedin.com/company/honasoftware,Hona,"553 Timpanogos Cir Suite 2300, Orem, UT 84097",Hona is an application that helps law firms update their clients on their case. Clients receive a better experience and law firms have less redundant communication.,www.hona.com,Series A ,51-200,B2B Software,2021,https://html.duckduckgo.com/html/?q=%22Hona%22+founded+year+www.hona.com,https://cdn.prod.website-files.com/657bdb51ea28797da97dfd44/66cfbf08ded0ac1c92d0b4c8_Hona%20Opengraph%20Image.png,og:image,"AI-powered client communication platform for law firms that automates intake, case updates, and lead capture to reduce phone calls and manual data entry.",Vertical SaaS for legal services (law firm operations),smb,subscription,,,,,"
<parameter name=""claim"">24/7 AI receptionist and voice AI built specifically for law firms, with deep integrations into legal practice management systems (Clio, Filevine, MyCase, etc.), enabling firms to capture leads and automate client communication across the entire case lifecycle without manual intervention.",,,"[""https://www.hona.com"", ""https://www.hona.com/about-us""]",[]
profile,http://www.linkedin.com/company/hypercraftusa,Hypercraft,"1200 Towne Centre Boulevard, Provo, UT",Hypercraft believes in a future where innovators have greater access to the best EV technology. We are positioned to unleash the unlimited performance potential of electrified and hybrid propulsion in every motorized industry vertical.,www.hypercraftusa.com,Seed ,51-200,Energy,2021,https://html.duckduckgo.com/html/?q=%22Hypercraft%22+founded+year+www.hypercraftusa.com,https://icons.duckduckgo.com/ip3/hypercraftusa.com.ico,ddg-favicon,"Defense contractor selling advanced hybrid and full-electric propulsion systems for tactical vehicles and unmanned platforms, enabling silent operations and mobile power generation.",Defense propulsion systems / advanced hybrid and electric powertrains for tactical vehicles,enterprise,,"[{""name"": ""Brian Bowers"", ""title"": ""CEO"", ""sourceQuote"": ""— Brian Bowers, Hypercraft CEO""}]","[""NATC"", ""Baker Engineering"", ""Air National Guard"", ""BC Customs"", ""Sierra"", ""King of Hammers"", ""Halevai""]",,,"{""claim"": ""Unified software-defined architecture that integrates propulsion control and power export, eliminating multi-vendor latency and enabling real-time modulation between acoustic stealth and maximum output through a single interface."", ""sourceQuote"": ""A singular logic-driven topology that integrates systemic control and power export. This consolidated architecture eliminates multi-vendor latency and legacy propulsion volatility.""}","[{""metric"": ""Exportable power output"", ""value"": ""240 kW"", ""sourceQuote"": ""Our systems provide up to 240kW of exportable power to run command centers, drone swarms, and electronic warfare suites directly from the platform's energy core.""}]",,"[""https://www.hypercraftusa.com"", ""https://www.hypercraftusa.com/about"", ""https://www.hypercraftusa.com/about-us"", ""https://www.hypercraftusa.com/company"", ""https://www.hypercraftusa.com/team"", ""https://www.hypercraftusa.com/our-team"", ""https://www.hypercraftusa.com/careers"", ""https://www.hypercraftusa.com/jobs"", ""https://www.hypercraftusa.com/pricing"", ""https://www.hypercraftusa.com/customers"", ""https://www.hypercraftusa.com/case-studies""]","[""keyMetrics[0]""]"
profile,http://www.linkedin.com/company/i-drive-logistics,iDrive Logistics,"1850 Ashton Boulevard, Lehi, UT","Our mission is to empower eCommerce businesses to succeed on a global scale.

Founded in 2008 by small parcel industry leaders, iDrive Logistics provides shipping and fulfillment solutions for top ecommerce Brands and 3PL fulfillment warehouses.",www.idrivelogistics.com,Seed ,51-200,Consumer,2008,https://html.duckduckgo.com/html/?q=%22iDrive+Logistics%22+founded+year+www.idrivelogistics.com,https://www.idrivelogistics.com/wp-content/smush-avif/2025/03/favicon-1-200x200.png.avif,apple-touch-icon,iDrive provides high-volume 3PLs and enterprise brands with multi-carrier shipping management software and negotiated carrier rates to reduce shipping costs and optimize logistics.,B2B logistics software (Transportation Management System with multi-carrier rate optimization),mid-market,subscription,,"[""Cozy Earth"", ""Original Grain"", ""Kopari"", ""Needed"", ""Suja Organic"", ""Vacation"", ""Rhone"", ""Harper Wilde"", ""Sonsie""]",,,"{""claim"": ""Negotiates and owns proprietary carrier contracts across 12+ carriers with access to exclusive rates that customers cannot obtain independently; combines rate optimization with expert shipping consulting and transparent billing analytics."", ""sourceQuote"": ""iDrive Logistics negotiates and owns our own carrier contracts, which we've refined from years of deep industry expertise and long-standing relationships. Our partners and customers can access these rates exclusively through the iDrive Parcel-TMS and APIs.""}","[{""metric"": ""Transportation spend managed"", ""value"": ""$5B"", ""sourceQuote"": ""Transportation Spend Managed **$5b**""}, {""metric"": ""Total client savings"", ""value"": ""$250M"", ""sourceQuote"": ""Total Client Savings **$250m**""}, {""metric"": ""Average client savings"", ""value"": ""21%"", ""sourceQuote"": ""Average Client Savings **21%**""}, {""metric"": ""Carriers available"", ""value"": ""12+"", ""sourceQuote"": ""**12+ Carriers**""}]","[""UPS"", ""FedEx"", ""USPS"", ""DHL"", ""Amazon Shipping"", ""OnTrac"", ""ePost Global"", ""GLS"", ""OSM"", ""Passport""]","[""https://www.idrivelogistics.com""]",[]
profile,http://www.linkedin.com/company/isotalent,IsoTalent,"2600 Executive Parkway, Lehi, UT","IsoTalent is a full-service recruiting agency in Lehi, Utah, with clients from around the world. We offer affordable hourly rates, high-touch collaboration with our team of professional recruiters, and tech-backed applicant tracking and screening methods.",www.isotalent.com,Seed ,51-200,B2B Software,2016,https://html.duckduckgo.com/html/?q=%22IsoTalent%22+founded+year+www.isotalent.com,https://www.isotalent.com/meta-img.png,og:image,"A recruitment platform that sources, screens, and hires talent faster and cheaper than traditional recruiters through tiered pay-per-candidate pricing and end-to-end recruiting services.",Recruitment/staffing tech SaaS with managed services and EOR (Employer of Record) integration,mid-market,usage-based,"[{""name"": ""Paul Ahlstrom"", ""title"": ""CEO, Co-founder""}, {""name"": ""Robb Lifferth"", ""title"": ""COO, Co-founder""}]","[""Nu Skin"", ""Qualtrics"", ""Domo"", ""Chick-fil-A"", ""Amadeus"", ""Instructure"", ""Fishbowl"", ""Stratifyd"", ""Clientbook"", ""Better Butter"", ""Helpside""]",,,"{""claim"": ""Combines recruiting and EOR services with a pay-as-you-go model that delivers 2-3x faster placement, 2x better fill rates than competitors, and 40-70% cost reduction compared to traditional contingency recruiting."", ""sourceQuote"": ""Unlike traditional in-house hiring teams and third-party recruiting firms, IsoTalent offers a pay-as-you-go recruiting option that combines recruiting and EOR services enabling you to hire from virtually anywhere in the world while maintaining control over the process.""}","[{""metric"": ""Time to fill roles"", ""value"": ""23-35 days"", ""sourceQuote"": ""23-35\nDays to fill roles""}, {""metric"": ""Fill rate advantage vs competitors"", ""value"": ""2X better"", ""sourceQuote"": ""2X\nMore successful on fill rates than competitors""}, {""metric"": ""Speed advantage vs traditional recruiting"", ""value"": ""2-3x faster"", ""sourceQuote"": ""2-3x\nFaster placement than traditional recruiting""}, {""metric"": ""Cost reduction vs traditional recruiting"", ""value"": ""40-70% reduction"", ""sourceQuote"": ""40-70%\nReduction in recruiting costs""}]",,"[""https://www.isotalent.com"", ""https://www.isotalent.com/about"", ""https://www.isotalent.com/team"", ""https://www.isotalent.com/pricing"", ""https://www.isotalent.com/case-studies""]",[]
profile,http://www.linkedin.com/company/moises,Music AI ,"4001 South 700 East, Salt Lake City, UT","Music AI is a trailblazing AI-powered music and audio platform offering an expansive suite of more than 50 stackable AI audio solutions. Embraced by record labels, agencies, technology firms, and developers, Music AI is synonymous with audio innovation. ",www.music.ai,Series A ,51-200,Consumer,2019,https://html.duckduckgo.com/html/?q=%22Music+AI%22+founded+year+www.music.ai,https://storage.googleapis.com/moises-cms-music-ai/music_ai_og_image_1ac14b44eb/music_ai_og_image_1ac14b44eb.png,og:image,"AI-powered audio intelligence platform serving businesses (via Cloud APIs/SDKs) and musicians (via Moises consumer app) with stem separation, music transcription, and generative audio tools.",AI audio intelligence platform with B2B APIs and B2C music creation suite,enterprise,usage-based,"[{""name"": ""Geraldo Ramos"", ""title"": ""Co-founder Chief Executive Officer""}, {""name"": ""Eddie Hsu"", ""title"": ""Co-founder Chief Operations Officer""}, {""name"": ""Jardson Almeida"", ""title"": ""Co-founder Chief Experience Officer""}]","[""HitCraft""]","{""round"": ""Series Unknown"", ""amountUsd"": 40000000, ""sourceQuote"": ""Music AI Announces $40M Raise""}",2,"{""claim"": ""Ethical AI approach training exclusively on licensed content, positioning AI as a collaborative tool to enhance rather than replace human creativity; offers 50+ stackable audio AI modules including proprietary stem separation and voice modeling."", ""sourceQuote"": ""Music AI is committed to training exclusively on licensed content and collaborating only with third parties that uphold responsible and ethical practices in AI model development... The Music AI platform offers an expansive suite of over 50 stackable AI audio solutions.""}","[{""metric"": ""Users"", ""value"": ""+70 Million"", ""sourceQuote"": ""### +70 Million\nUsers""}, {""metric"": ""Audio processed daily"", ""value"": ""+2.5 Million minutes"", ""sourceQuote"": ""### +2.5 Million\nminutes of audio processed each day""}]",[],"[""https://www.music.ai"", ""https://www.music.ai/about"", ""https://www.music.ai/about-us"", ""https://www.music.ai/careers"", ""https://www.music.ai/pricing"", ""https://www.music.ai/case-studies""]","[""differentiationClaim""]"
profile,http://www.linkedin.com/company/motivhealth,Motivhealth,"10421 South Jordan Gateway, South Jordan, UT",The insurance company creatively solving the high cost of healthcare.,www.motivhealth.com,Seed ,51-200,B2B Software,2015,https://html.duckduckgo.com/html/?q=www.motivhealth.com+founded+year,https://www.motivhealth.com/wp-content/uploads/2020/06/Laptop-Wallpaper-V3-01-400x250.jpg,og:image,"Health insurance company offering HSA-based plans with integrated value-added services (telemedicine, prescription assistance, wellness incentives) to employers and individuals seeking to reduce healthcare costs and stabilize premiums.",Health insurance / B2B health benefits for mid-market employers,mid-market,subscription,,"[""Magleby Construction"", ""Costa Vida"", ""Sweets Candy"", ""Great Basin Industrial"", ""Malouf""]",,,"{""claim"": ""HSA-based insurance plans combined with integrated value-added services (SmartPay, telemedicine, prescription assistance, wellness incentives, birth doulas) designed to deliver the right care at the right cost while stabilizing employer renewal rates year after year."", ""sourceQuote"": ""MotivHealth's HSA-based insurance plans produce lower premiums, better benefits, and significant health savings for members. All MotivHealth plans are created to deliver the right care at the right cost.""}",,"[""Garmin"", ""Fitbit"", ""Apple""]","[""https://www.motivhealth.com""]","[""differentiationClaim""]"
profile,http://www.linkedin.com/company/murf-ai,Murf,"341 South Main Street, Salt Lake City, UT","Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence. Murf helps users create lifelike voice overs in a matter of minutes, without the need for any recording equipment.",www.murf.ai,Series A ,51-200,B2B Software,2020,https://html.duckduckgo.com/html/?q=%22Murf%22+founded+year+www.murf.ai,https://cdn.prod.website-files.com/66b3765153a8a0c399c70981/670584e2dab709883eed3793_Home.webp,og:image,"AI-powered text-to-speech platform that enables creators, developers, and enterprises to generate realistic voiceovers, dub videos, and build voice agents at scale without hiring voice actors.","AI voice generation SaaS platform with text-to-speech, AI dubbing, voice agents, and voice cloning capabilities",enterprise,subscription,"[{""name"": ""Ankur Edkie"", ""title"": ""Co-Founder & CEO"", ""sourceQuote"": ""\""AI is making it possible for every student to have a personalized learning experience. Ankur Edkie\""""}, {""name"": ""Sneha Roy"", ""title"": ""Co-Founder"", ""sourceQuote"": ""\""It is human expertise & subjectivity that transforms a good AI output into exceptional. Sneha Roy\""""}]","[""Pfizer"", ""Cisco"", ""Splunk"", ""Glencore"", ""VMware"", ""Honeywell"", ""Nestle"", ""Air France"", ""Vertiv"", ""Omnicom Production"", ""AgriSphere"", ""Thinkproject"", ""Salesforce"", ""PepsiCo"", ""Oracle"", ""Netflix"", ""Michelin"", ""McKinsey & Company"", ""Infosys"", ""Deloitte"", ""Baker Hughes"", ""Accenture""]","{""sourceQuote"": ""Murf began in October 2020 with three founders, ten voices, and an ambitious vision bigger than our resources.""}",,"{""claim"": ""Ethics-first voice AI with transparent voice actor partnerships, fair compensation, and robust legal protections; delivers 200+ voices in 35+ languages with ultra-fast TTS API optimized for voice agents."", ""sourceQuote"": ""We've chosen to build voice AI differently: putting ethics and creators first, even when it means taking the longer path. Our foundation is simple - every voice comes from real people who choose to share their talent, and every creator maintains control of their vision. We ensure fair compensation, robust legal protections, and diverse representation across our voice technology.""}","[
  {
    ""metric"": ""users"",
    ""value"": ""10 million+"",
    ""sourceQuote"": ""Powering 10 million+ developers and creators worldwide""
  },
  {
    ""metric"": ""customers"",
    ""value"": ""300+ Fortune 2000 companies"",
    ""sourceQuote"": ""The solution of choice for 300+ Forbes 2000 companies""
  },
  {
    ""metric"": ""unique users"",
    ""value"": ""6M+"",
    ""sourceQuote"": ""### 6M+ #### unique users""
  },
  {
    ""metric"": ""countries reached"",
    ""value"": ""195+"",
    ""sourceQuote"": ""### 195+ #### countries reached""
  }
],
<parameter name=""integrations"">[""Canva"", ""Google Slides"", ""PowerPoint"", ""Adobe Audition"", ""Adobe Captivate"", ""HTML Embed Code"", ""WordPress"", ""Notion"", ""Wix""]",,"[""https://www.murf.ai"", ""https://www.murf.ai/about"", ""https://www.murf.ai/company"", ""https://www.murf.ai/team"", ""https://www.murf.ai/our-team"", ""https://www.murf.ai/careers"", ""https://www.murf.ai/jobs"", ""https://www.murf.ai/pricing"", ""https://www.murf.ai/customers"", ""https://www.murf.ai/case-studies""]","[""founders[0]"", ""founders[1]""]"
profile,http://www.linkedin.com/company/nectarhr,Nectar HR,"1300 W Traverse Pkwy, Lehi, UT 84043","Nectar gives organizations the tools to build a culture people won't want to leave. Our platform helps your workplace foster a sense of community, purpose and appreciation where people feel valued and rewarded for their hard work. It also keeps your mission and company core values top of mind.",www.nectarhr.com,Series B ,51-200,B2B Software,2015,https://html.duckduckgo.com/html/?q=nectarhr+founded+year,https://cdn.prod.website-files.com/66c3d5cec041684c95fc14e0/670ec3ad8741f10fd1b5edd5_Open-Graph-Image-Webflow%20(1).avif,og:image,"HR and People Leaders use Nectar to automate employee recognition, internal communications, and engagement surveys — consolidating manual processes into a single culture platform.",Vertical SaaS for HR — employee recognition and culture platform,smb,subscription,,"[""Coca-Cola"", ""Major League Baseball"", ""SHRM"", ""Statista"", ""Golden State Warriors"", ""Proplogix""]",,,"{""claim"": ""Unified culture platform combining recognition, internal comms, and employee listening with minimal manual workload and high customizability, backed by strategic partnership with SHRM."", ""sourceQuote"": ""The Culture Platform made easy for HR and People Leaders. None of the manual workload, but all of the customizability.""}","[{""metric"": ""organizations"", ""value"": ""1,700+"", ""sourceQuote"": ""1,700+ Organizations Building Culture With Nectar""}, {""metric"": ""shoutouts sent"", ""value"": ""5,597,796"", ""sourceQuote"": ""5,597,796 shoutouts sent worldwide""}]","[""BambooHR""]","[""https://www.nectarhr.com"", ""https://www.nectarhr.com/about"", ""https://www.nectarhr.com/about-us"", ""https://www.nectarhr.com/pricing""]","[""differentiationClaim""]"
profile,http://www.linkedin.com/company/nivati-co,Nivati,"10808 South River Front Parkway, South Jordan, UT","Nivati is a multi-pronged wellness solution designed for companies prioritizing their employees' wellbeing. With Nivati, employees thrive through a comprehensive, all-in-one wellness app that grants convenient access to various tools, exercises, and a network of professional providers. ",www.nivati.com,Seed ,51-200,B2B Software,2010,https://html.duckduckgo.com/html/?q=%22Nivati%22+founded+year+www.nivati.com,https://cdn.prod.website-files.com/62eae87cb2ed395a998943f6/65d69c3af5cfe60721d0ff79_4%20core%20features%20HQ%402x.png,og:image,"Nivati is an AI-powered mental health platform for employers that replaces traditional EAP services with on-demand access to licensed therapists, counselors, coaches, and self-guided wellness tools to reduce employee burnout, absenteeism, and turnover.",Vertical SaaS for employee mental health benefits / EAP alternative,enterprise,subscription,,,,,"
<parameter name=""claim"">Higher engagement than traditional EAP (54% vs 4%) through multiple clinical pathways combining AI-powered companion app, 24/7 therapy access, group workshops, and self-guided content—all grounded in peer-reviewed research and delivered with measurable ROI ($5.20 return per $1 invested).",,,"[""https://www.nivati.com"", ""https://www.nivati.com/about-us"", ""https://www.nivati.com/team"", ""https://www.nivati.com/careers""]",[]
profile,http://www.linkedin.com/company/nursaapp,Nursa,"5295 Commerce Drive, Murray, UT",Reimagining the healthcare staffing industry by connecting clinicians and facilities directly to improve patient care.,www.nursa.com,Series B ,51-200,Marketplaces,2019,https://html.duckduckgo.com/html/?q=%22Nursa%22+founded+year+www.nursa.com,https://cdn.prod.website-files.com/636e7f8063d6538dea5ca1e4/63bf082ce3e89947df831914_nursa-open-graph.webp,og:image,Nursa is a healthcare staffing platform connecting nurses and allied clinicians seeking flexible per-diem work with facilities in need of short-term staffing coverage.,B2B/B2C marketplace for healthcare staffing and per-diem nursing jobs,,,,,,,"
  <parameter name=""claim"">Over 400K verified, local clinicians available to fill shifts quickly (as little as 15 minutes); flexible day-by-day shift selection for clinicians; no hire-away fees for facilities that convert to full-time.",,,"[""https://www.nursa.com"", ""https://www.nursa.com/jobs""]",[]
profile,http://www.linkedin.com/company/pillow-cube,Pillow Cube,"1815 S State St, Orem, UT 84097",Pillow Cube is the first pillow designed specifically for side sleepers.,www.pillowcube.com,Series A ,51-200,Consumer,2019,https://html.duckduckgo.com/html/?q=%22Pillow+Cube%22+founded+year+www.pillowcube.com,http://www.pillowcube.com/cdn/shop/files/Horizontal-pink-logo-outline-blue_1200x1200.png?v=1654641969,og:image,"Consumer e-commerce company selling specialized orthopedic pillows and mattresses designed for side sleepers, with a patent-pending modular/adjustable design.",Direct-to-consumer sleep wellness brand specializing in ergonomic pillows and mattresses,consumer,transactional,,,,,"{""claim"": ""Patent-pending modular/adjustable design that fills the 90-degree gap between shoulder and head with premium memory foam to align spine and support proper posture during side sleep."", ""sourceQuote"": ""The same cube-shaped, modular design that fills the 90° gap between shoulder and head — now in a larger format that gives your head and neck extra real estate for a more comfortable, cradled sleep.""}","[{""metric"": ""pillows sold"", ""value"": ""Over 1.5 Million"", ""sourceQuote"": ""Over 1.5 Million Pillows Sold""}]",,"[""https://www.pillowcube.com"", ""https://www.pillowcube.com/about"", ""https://www.pillowcube.com/about-us"", ""https://www.pillowcube.com/company"", ""https://www.pillowcube.com/team"", ""https://www.pillowcube.com/our-team"", ""https://www.pillowcube.com/careers""]",[]
profile,http://www.linkedin.com/company/project-solar,Project Solar,"1850 West Ashton Boulevard, Lehi, UT","Project Solar is disrupting the solar industry. With our innovative e-commerce platform, we have removed door-to-door salespeople and dropped the price of solar by about 50%. We've helped thousands of homeowners join the solar revolution and are poised for even more growth and impact with our recent $23M Series A round of financing.",www.projectsolar.com,Series A ,51-200,Consumer,2020,https://html.duckduckgo.com/html/?q=%22Project+Solar%22+founded+year+www.projectsolar.com,http://projectsolar.com/cdn/shop/files/project-solar-social-image.jpg?v=1639432679,og:image,Direct-to-consumer solar installation provider that eliminates sales representatives and middlemen to offer transparent instant quotes and low prices to US homeowners.,Vertical SaaS for residential solar installation,consumer,transactional,,,,,"{""claim"": ""AI-powered instant quoting engine combined with elimination of regional offices and sales commissions to achieve lowest pricing in the US, backed by comprehensive 25-year warranty including production guarantees and cancellation protection."", ""sourceQuote"": ""State of the Art AI Quoting Engine - Powered by cutting-edge artificial intelligence, our quoting engine provides you with the most accurate and personalized solar system estimates. At Project Solar, we've cut out the middleman, region offices and sales commission to save customers even more when going solar.""}","[{""metric"": ""price per watt"", ""value"": ""$1.61/watt"", ""sourceQuote"": ""As low as $1.61 / watt""}, {""metric"": ""estimated 25-year cost comparison"", ""value"": ""$25,698 vs $98,748 utility"", ""sourceQuote"": ""Pay $25,698 in electricity costs over 25 years""}]",,"[""https://www.projectsolar.com"", ""https://www.projectsolar.com/about"", ""https://www.projectsolar.com/about-us"", ""https://www.projectsolar.com/company"", ""https://www.projectsolar.com/team"", ""https://www.projectsolar.com/our-team"", ""https://www.projectsolar.com/careers"", ""https://www.projectsolar.com/jobs"", ""https://www.projectsolar.com/pricing"", ""https://www.projectsolar.com/customers"", ""https://www.projectsolar.com/case-studies""]","[""differentiationClaim""]"
profile,http://www.linkedin.com/company/redo-tech,Redo ,"14761 Future Way, Draper, UT 84020",Crush cart abandonment & watch loyalty soar through elevated purchase & post purchase experience - completely free.,www.getredo.com,Series A ,51-200,B2B Software,2023,https://html.duckduckgo.com/html/?q=%22Redo%22+founded+year+www.getredo.com,https://cdn.prod.website-files.com/6980daf3c097d8adb570d9bb/69b8a6ccf7ee24a777a29903_6e565535e27cb355f5d643baa21bfd68_redo_com_OG_image.png,og:image,"All-in-one ecommerce platform for D2C brands that consolidates returns, order management, email/SMS, checkout optimization, and AI-powered customer support.",Vertical SaaS for ecommerce (D2C fulfillment and post-purchase operations),smb,usage-based,,"[""Wolfpak"", ""Suit Shop"", ""Malbon"", ""Made by Mary"", ""Popflex"", ""Portland Leather"", ""Baseballism"", ""Cozy Earth"", ""Nike Strength"", ""Willows Boutique"", ""Primo"", ""Perfect White Tee"", ""Local Boy"", ""Batch"", ""Henly"", ""ASRV"", ""GLD"", ""Cuts""]",,,"{""claim"": ""Unified platform combining returns, order management, fulfillment, email/SMS, checkout optimization, and AI agents—eliminating the cost and complexity of managing dozens of point solutions."", ""sourceQuote"": ""The cost savings is just nuts. We pay for dozens of point solutions and it adds up. Having all of your products under one platform is just so much better, and cheaper!""}","[{""metric"": ""customers"", ""value"": ""3500+ Brands"", ""sourceQuote"": ""Serving 3500+ Brands""}, {""metric"": ""app rating"", ""value"": ""4.9 across 500+ reviews"", ""sourceQuote"": ""#1 RATED ECOMMERCE APP\n4.9\nacross 500+ reviews""}]","[""Shopify"", ""ShipHero""]","[""https://www.getredo.com"", ""https://www.getredo.com/about"", ""https://www.getredo.com/team"", ""https://www.getredo.com/our-team"", ""https://www.getredo.com/careers"", ""https://www.getredo.com/jobs"", ""https://www.getredo.com/pricing"", ""https://www.getredo.com/case-studies""]",[]
profile,http://www.linkedin.com/company/remilabs,Remi,"1800 Ashton Boulevard, Lehi, UT","We find roofers more roofs, and homeowners the right roofer.",www.remihq.com,Series A ,51-200,B2B Software,1972,https://html.duckduckgo.com/html/?q=%22Remi%22+founded+year+www.remihq.com,https://remihq-c9sfjld08.vercel.remihq.com/opengraph-image-1j7jya?6f670e668380ae0c,og:image,"A roofing contractor that standardizes quality and experience in residential roof replacement, competing against fragmented local contractors through operational excellence and financing.",Vertical SaaS/Services for roofing contractors specializing in residential roof replacement,consumer,,"[{""name"": ""Doug Barnett"", ""title"": ""Co-founder & CEO"", ""sourceQuote"": ""Doug Barnett, Co-founder & CEO, Remi""}, {""name"": ""Brant Choate"", ""title"": ""CTO & Co-founder"", ""sourceQuote"": ""If you're like our CTO & Co-founder, Brant Choate""}]",,,8,"{""claim"": ""Standardizing what excellence looks like in the roofing industry by offering included workmanship and materials warranties, financing options, and professional service execution in a highly fragmented market where the largest player has only 1% market share."", ""sourceQuote"": ""The largest player in the roofing space has 1% of market share. It's one of the most fragmented markets in the U.S. The value prop of Remi is standardizing what excellence looks like in the roofing industry.""}",,,"[""https://www.remihq.com"", ""https://www.remihq.com/about"", ""https://www.remihq.com/careers""]","[""differentiationClaim""]"
